都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|42,678|827,936|872|8|40,353|1,418
青森|2,602|54,292|60|0|2,511|31
岩手|1,874|91,524|83|0|1,744|47
宮城|9,608|167,671|265|4|9,237|91
秋田|984|16,817|47|1|917|20
山形|2,087|69,944|32|0|2,008|47
福島|5,229|300,581|157|4|4,910|162
茨城|11,278|34,393|425|3|10,687|166
栃木|7,482|319,294|239|8|7,159|84
群馬|8,200|207,093|102|0|7,943|155
埼玉|50,576|1,040,080|3,098|27|46,633|845
千葉|44,309|747,125|2,062|18|41,519|728
東京|193,062|2,706,494|10,396|64|180,390|2,276
神奈川|74,480|1,119,795|3,607|45|69,896|977
新潟|3,645|185,854|157|1|3,434|54
富山|2,111|78,919|56|1|2,017|38
石川|4,326|131,147|280|1|3,922|116
福井|1,426|75,304|46|0|1,344|36
山梨|2,197|65,656|37|0|2,139|21
長野|5,106|219,477|37|0|5,049|94
岐阜|9,593|286,907|93|3|9,313|187
静岡|9,943|437,255|382|3|9,407|154
愛知|52,242|891,300|773|10|50,471|998
三重|5,513|152,748|160|3|5,379|113
滋賀|5,722|164,433|103|2|5,528|91
京都|17,217|300,767|305|6|16,583|249
大阪|107,774|2,348,342|2,859|109|101,353|2,715
兵庫|41,986|538,511|692|13|39,979|1,315
奈良|8,678|181,075|206|3|8,340|132
和歌山|2,759|43,238|44|0|2,606|49
鳥取|615|92,339|105|1|478|2
島根|625|32,936|49|0|574|2
岡山|7,749|174,589|39|1|7,472|127
広島|11,701|576,388|98|4|11,409|178
山口|3,200|128,696|38|1|3,082|80
徳島|1,716|69,304|48|0|1,605|63
香川|2,144|91,352|28|0|2,090|31
愛媛|2,808|100,903|51|2|2,682|75
高知|1,973|60,540|71|1|1,873|29
福岡|36,658|885,726|649|8|35,345|528
佐賀|2,621|61,130|43|0|2,583|24
長崎|3,299|132,577|77|0|3,155|69
熊本|6,549|82,983|48|0|6,380|121
大分|3,543|180,339|41|0|3,438|64
宮崎|3,139|45,086|28|0|3,073|27
鹿児島|3,789|115,510|51|0|3,733|39
沖縄|22,170|271,697|834|37|21,088|224
（その他）|149|-|0|-|149|-
合計|849,135|16,906,067|29,973|392|802,980|15,092
