都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|398,953|2,456,489|10,861|1|385,026|2,106
青森|71,145|281,997|5,508|0|65,519|118
岩手|43,067|317,840|3,974|0|38,994|99
宮城|102,691|654,807|5,301|1|96,312|205
秋田|34,779|64,750|2,220|1|32,487|72
山形|33,387|205,483|2,348|0|30,941|98
福島|71,628|899,894|3,834|0|67,566|228
茨城|174,725|1,436,109|5,778|3|168,491|456
栃木|101,157|796,043|5,506|0|95,369|282
群馬|104,995|702,390|7,065|0|99,626|324
埼玉|621,456|3,085,261|38,987|9|580,800|1,669
千葉|507,971|2,277,930|16,144|3|466,801|1,816
東京|1,769,750|7,555,610|131,193|13|1,633,960|4,597
神奈川|852,332|3,364,090|46,376|24|803,705|2,251
新潟|82,270|714,313|4,702|0|77,477|91
富山|44,528|271,917|3,577|0|40,854|97
石川|66,320|539,972|4,457|1|61,641|199
福井|43,882|356,139|3,220|0|40,615|47
山梨|37,188|389,640|2,006|0|35,124|68
長野|84,755|797,897|4,624|0|79,525|206
岐阜|120,620|986,317|7,582|1|111,687|352
静岡|198,354|1,372,389|14,701|0|179,299|426
愛知|624,602|3,008,507|42,893|3|579,600|2,109
三重|98,248|585,201|7,646|1|92,470|318
滋賀|104,458|705,724|6,146|2|98,089|223
京都|233,150|906,066|15,225|28|214,700|759
大阪|1,116,992|7,786,080|82,841|12|1,028,918|5,233
兵庫|483,805|1,732,750|26,176|9|455,369|2,260
奈良|105,961|563,952|8,449|4|97,118|394
和歌山|51,766|196,697|3,749|1|47,671|118
鳥取|20,685|454,614|3,540|0|16,889|20
島根|31,651|259,130|8,418|0|23,207|26
岡山|112,396|644,258|3,019|0|105,212|252
広島|180,642|2,025,951|8,257|3|171,885|500
山口|55,748|629,555|4,681|0|50,885|182
徳島|27,517|239,560|2,168|1|25,277|86
香川|55,767|304,138|3,609|1|52,025|133
愛媛|54,672|415,215|7,228|2|47,299|145
高知|34,571|330,875|2,630|0|31,825|116
福岡|506,176|2,983,074|34,580|0|458,798|1,294
佐賀|68,812|314,939|7,261|0|57,850|115
長崎|74,203|472,016|6,676|0|69,165|132
熊本|134,819|336,934|13,552|3|120,944|323
大分|69,634|661,244|7,617|0|61,843|174
宮崎|69,258|198,845|7,454|0|61,550|152
鹿児島|110,662|477,194|10,403|1|98,341|218
沖縄|295,943|980,805|27,050|16|268,334|497
その他（その他）|149|0|0|0|149|0
合計|10,288,240|56,740,601|681,232|144|9,527,232|31,586
