都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|21,711|470,440|944|22|19,976|774
青森|1,159|27,415|176|0|963|20
岩手|745|49,581|116|2|599|30
宮城|7,092|103,234|1,159|12|5,826|41
秋田|325|8,015|39|2|280|6
山形|1,186|38,820|240|4|928|18
福島|2,791|161,889|321|12|2,352|118
茨城|7,070|27,489|329|3|6,613|128
栃木|4,920|180,630|258|3|4,592|70
群馬|5,247|119,057|226|4|4,920|101
埼玉|34,193|680,889|1,604|34|31,875|714
千葉|30,648|495,903|1,031|12|29,031|586
東京|125,557|1,839,754|4,138|37|119,616|1,803
神奈川|49,416|728,454|1,137|19|47,484|795
新潟|1,708|90,478|286|2|1,404|18
富山|1,035|43,755|106|1|900|29
石川|2,030|63,042|120|2|1,842|66
福井|653|38,667|79|1|547|27
山梨|1,012|32,134|44|1|949|19
長野|3,155|125,398|315|0|2,807|42
岐阜|5,122|167,573|175|3|4,818|129
静岡|5,937|259,667|204|1|5,612|121
愛知|28,484|486,888|1,286|7|26,598|600
三重|2,980|82,920|247|6|2,746|72
滋賀|2,955|92,646|176|3|2,720|59
京都|10,020|185,255|579|3|9,292|173
大阪|59,332|1,140,598|7,838|185|49,782|1,211
兵庫|22,160|317,669|2,372|84|19,184|604
奈良|4,456|103,792|705|11|3,695|56
和歌山|1,521|28,397|226|16|1,251|18
鳥取|291|51,998|72|0|207|2
島根|291|18,477|5|0|286|0
岡山|2,911|84,188|166|3|2,603|35
広島|5,252|189,788|102|1|5,038|106
山口|1,458|71,202|40|0|1,375|43
徳島|677|34,297|166|3|489|22
香川|976|54,888|165|0|795|19
愛媛|1,688|45,673|484|6|1,180|24
高知|946|7,543|24|1|903|19
福岡|19,354|530,298|440|6|18,580|334
佐賀|1,261|33,567|62|0|1,204|13
長崎|1,653|80,986|23|0|1,591|39
熊本|3,531|58,659|30|2|3,427|74
大分|1,342|97,380|37|1|1,283|22
宮崎|1,971|24,949|8|0|1,930|22
鹿児島|1,913|75,797|80|0|1,825|28
沖縄|10,611|171,706|1,178|5|9,310|129
（その他）|149|-|0|-|149|-
合計|500,895|9,821,845|29,558|520|461,377|9,379
