都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|230,459|1,873,949|18,154|4|210,056|1,937
青森|37,467|199,181|4,129|0|33,252|86
岩手|19,139|219,318|2,396|0|16,665|78
宮城|60,025|464,155|5,191|3|54,379|174
秋田|17,245|51,901|2,483|4|14,713|49
山形|18,216|173,099|2,572|2|15,565|79
福島|37,853|688,591|4,029|3|33,625|199
茨城|118,822|44,830|8,103|4|110,339|380
栃木|64,840|667,283|6,133|1|58,459|248
群馬|71,889|550,099|4,805|2|66,794|290
埼玉|442,216|2,476,045|27,858|19|412,962|1,396
千葉|368,142|1,814,359|21,089|17|343,350|1,667
東京|1,278,311|6,039,987|97,807|29|1,176,306|4,198
神奈川|617,155|2,180,686|30,609|29|584,512|2,034
新潟|44,891|529,151|160|0|40,309|90
富山|28,601|213,940|2,540|2|25,981|80
石川|35,660|357,079|2,404|3|33,048|186
福井|21,976|265,651|1,179|0|20,754|43
山梨|24,119|248,105|1,946|1|22,116|64
長野|46,055|586,153|4,164|0|41,131|167
岐阜|70,533|736,564|4,083|1|65,788|314
静岡|125,305|1,066,008|8,164|1|116,677|380
愛知|420,508|2,343,273|19,682|17|398,853|1,973
三重|57,728|430,346|4,610|4|54,366|268
滋賀|70,799|528,054|4,868|2|65,739|192
京都|158,687|726,704|9,342|13|148,099|671
大阪|807,144|6,247,302|36,391|287|766,007|4,722
兵庫|339,516|1,369,041|15,711|14|321,688|2,122
奈良|75,747|450,865|9,895|7|65,502|350
和歌山|29,254|138,290|1,293|0|27,676|110
鳥取|9,602|307,488|727|0|8,754|13
島根|9,876|141,330|1,128|0|8,737|11
岡山|64,620|483,667|2,953|1|58,933|223
広島|100,044|1,507,872|9,784|5|89,812|448
山口|30,414|484,444|363|1|27,647|165
徳島|16,477|180,257|731|2|15,671|79
香川|30,719|228,148|2,616|0|27,990|113
愛媛|25,775|298,004|2,446|6|23,199|130
高知|17,517|222,803|1,278|1|16,138|101
福岡|310,610|2,263,179|27,752|9|275,785|1,137
佐賀|33,352|219,907|2,783|0|28,124|88
長崎|33,893|309,980|3,083|1|32,215|116
熊本|66,468|232,203|4,779|5|61,415|274
大分|33,670|484,884|2,844|1|30,682|144
宮崎|27,199|154,599|3,142|0|24,013|118
鹿児島|46,511|313,290|5,612|0|40,406|171
沖縄|126,214|667,803|7,679|7|118,100|441
その他（その他）|149|0|0|0|149|0
合計|6,721,412|42,179,867|441,490|508|6,232,481|28,319
