都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|416,778|2,496,279|20,126|4|391,507|2,113
青森|78,627|290,664|9,407|0|69,097|123
岩手|47,390|328,072|6,129|0|41,158|103
宮城|112,733|672,578|10,378|4|99,943|205
秋田|38,418|66,164|4,912|1|33,432|74
山形|36,369|208,405|4,082|0|32,186|101
福島|77,076|917,904|7,530|0|69,317|229
茨城|184,750|1,477,266|10,631|3|173,658|461
栃木|110,126|804,855|11,866|2|97,975|285
群馬|114,450|718,632|13,828|2|102,375|331
埼玉|670,128|3,164,177|69,591|11|598,868|1,669
千葉|546,865|2,324,540|32,648|5|480,588|1,825
東京|1,913,436|7,765,804|206,530|14|1,702,285|4,621
神奈川|915,488|3,523,661|59,527|39|853,698|2,263
新潟|89,794|733,696|9,088|2|80,615|91
富山|49,403|277,188|7,230|2|42,074|99
石川|72,155|556,202|7,561|0|64,371|200
福井|48,166|364,576|5,859|1|42,258|49
山梨|41,073|401,267|4,250|0|36,772|69
長野|92,113|815,972|6,270|0|82,408|206
岐阜|131,122|1,009,994|12,192|0|116,444|357
静岡|222,141|1,413,403|26,120|1|190,380|434
愛知|676,772|3,076,564|72,129|7|602,528|2,115
三重|107,204|601,120|12,180|0|96,975|323
滋賀|112,068|724,514|9,481|1|102,362|225
京都|250,222|923,420|23,174|32|222,084|763
大阪|1,213,341|7,966,606|143,971|28|1,064,108|5,262
兵庫|518,932|1,784,954|44,097|18|472,566|2,274
奈良|113,822|579,419|13,637|7|99,782|403
和歌山|56,761|205,575|5,476|0|50,918|122
鳥取|23,378|482,422|4,068|0|19,046|21
島根|37,019|273,942|8,795|1|28,190|34
岡山|120,423|657,510|5,799|1|107,799|255
広島|190,086|2,056,813|12,330|6|177,249|507
山口|61,946|642,271|8,642|1|53,113|191
徳島|30,240|245,504|3,603|2|26,572|87
香川|60,987|311,286|6,659|0|54,190|138
愛媛|61,207|431,383|9,904|1|51,158|145
高知|37,824|340,220|4,320|1|33,387|117
福岡|558,974|3,075,463|58,981|8|480,133|1,308
佐賀|76,783|324,202|9,363|0|62,434|119
長崎|81,958|490,831|10,067|1|73,366|134
熊本|154,729|357,887|19,807|5|134,586|336
大分|78,183|683,554|10,666|0|67,339|178
宮崎|77,713|202,016|11,885|1|65,552|155
鹿児島|123,870|498,048|15,939|1|105,120|221
沖縄|320,319|1,004,541|34,863|20|284,861|503
その他（その他）|149|0|0|0|149|0
合計|11,153,511|58,271,364|1,105,591|233|9,936,976|31,844
