都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|26,175|554,970|2,336|24|22,660|890
青森|1,768|35,303|288|4|1,454|26
岩手|1,076|60,438|214|2|828|34
宮城|8,307|124,281|426|8|7,789|72
秋田|581|11,000|123|0|449|9
山形|1,591|49,727|120|5|1,436|35
福島|3,786|195,784|539|18|3,120|127
茨城|8,526|30,786|470|14|7,921|135
栃木|5,571|220,877|274|5|5,225|72
群馬|6,616|144,192|694|14|5,816|106
埼玉|39,577|784,032|2,586|43|36,242|749
千葉|34,250|559,168|1,340|20|32,270|640
東京|145,562|2,078,308|7,164|71|136,483|1,915
神奈川|55,401|828,500|1,914|49|52,656|831
新潟|2,530|114,561|347|2|2,158|25
富山|1,398|53,430|137|8|1,230|31
石川|2,803|73,416|469|12|2,248|84
福井|945|51,440|97|1|815|33
山梨|1,267|36,365|120|1|1,129|19
長野|4,077|151,970|299|5|3,760|72
岐阜|6,546|198,417|732|10|5,676|138
静岡|6,768|303,143|340|6|6,304|124
愛知|35,660|586,218|3,693|41|31,321|646
三重|4,091|104,528|550|18|3,557|89
滋賀|4,119|110,062|559|12|3,493|67
京都|13,292|222,215|1,654|31|11,491|191
大阪|88,671|1,521,068|21,147|406|64,981|1,696
兵庫|34,352|398,198|5,094|95|28,495|764
奈良|6,831|131,588|904|26|5,841|86
和歌山|2,342|35,627|265|42|2,005|34
鳥取|392|64,022|36|0|343|2
島根|373|21,314|30|1|343|0
岡山|4,836|108,427|863|20|3,492|49
広島|6,541|267,317|536|9|5,771|110
山口|2,021|82,172|283|6|1,692|46
徳島|1,463|47,009|253|11|1,160|50
香川|1,511|64,807|340|4|1,154|23
愛媛|2,491|67,061|264|10|2,173|54
高知|1,117|8,523|84|4|1,013|20
福岡|25,786|634,612|3,835|46|21,583|368
佐賀|1,911|40,946|250|3|1,549|14
長崎|2,429|95,881|456|6|1,932|44
熊本|4,414|67,745|488|13|3,844|82
大分|2,317|118,784|593|3|1,696|28
宮崎|2,463|33,156|331|3|2,101|23
鹿児島|2,512|81,722|385|2|2,076|28
沖縄|12,992|195,912|1,044|10|11,816|138
（その他）|149|-|0|-|149|-
合計|630,197|11,769,022|64,966|1,144|552,740|10,819
