都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|368,575|2,304,765|11,003|2|356,008|2,075
青森|58,388|253,506|1,454|0|56,830|104
岩手|36,190|287,040|1,649|0|34,447|94
宮城|89,555|599,027|2,029|0|86,998|198
秋田|31,151|62,979|874|0|30,207|70
山形|29,202|197,067|722|0|28,386|94
福島|64,696|845,210|1,103|1|63,370|223
茨城|160,994|1,343,469|1,374|0|159,180|440
栃木|92,167|759,048|1,248|1|90,645|274
群馬|95,849|657,531|1,318|1|94,210|321
埼玉|556,776|2,880,152|5,130|2|550,010|1,636
千葉|454,367|2,137,268|3,616|1|447,563|1,780
東京|1,559,048|6,997,539|21,586|4|1,532,929|4,533
神奈川|762,657|2,180,686|6,294|7|754,149|2,214
新潟|73,473|665,685|1,212|1|72,170|91
富山|38,204|254,412|1,331|0|36,780|93
石川|57,617|470,241|1,547|0|55,851|196
福井|36,662|332,585|1,028|0|35,589|45
山梨|33,379|346,457|603|0|32,709|68
長野|75,237|743,524|1,290|0|73,708|203
岐阜|104,800|910,557|3,098|0|101,081|341
静岡|174,051|1,273,510|3,407|1|170,018|418
愛知|550,910|2,812,020|9,796|5|539,035|2,079
三重|84,011|538,285|1,442|1|84,255|306
滋賀|92,374|656,028|1,577|0|90,578|219
京都|206,411|846,822|3,154|4|202,211|723
大阪|988,143|7,220,078|14,650|13|968,402|5,091
兵庫|431,356|1,587,628|6,188|3|422,932|2,238
奈良|93,995|525,961|1,627|0|91,980|388
和歌山|42,947|175,580|520|1|42,100|117
鳥取|15,547|408,972|484|0|14,843|20
島根|17,371|221,138|418|0|16,938|15
岡山|101,017|597,565|2,154|1|97,944|248
広島|161,668|1,925,791|5,110|1|156,068|490
山口|46,566|587,797|1,618|1|44,770|178
徳島|22,985|219,301|664|1|22,239|85
香川|49,345|282,198|1,005|0|48,212|128
愛媛|41,321|372,426|1,495|1|39,686|140
高知|28,563|298,252|930|1|27,520|113
福岡|434,090|2,734,078|7,610|2|418,965|1,264
佐賀|53,540|283,839|1,022|0|49,992|106
長崎|61,353|401,554|2,817|0|58,416|124
熊本|101,834|287,483|3,513|3|98,026|295
大分|55,741|601,423|1,147|1|54,432|162
宮崎|55,185|192,897|1,815|0|53,301|144
鹿児島|86,689|425,775|2,942|0|83,203|204
沖縄|228,260|874,331|11,123|9|216,575|470
その他（その他）|149|0|0|0|149|0
合計|9,004,409|51,579,480|157,737|69|8,805,610|30,858
