都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|29,345|584,945|4,327|31|23,653|927
青森|1,926|37,785|325|4|1,574|27
岩手|1,178|64,488|191|3|948|39
宮城|8,490|128,727|409|13|7,994|75
秋田|669|12,270|159|0|501|9
山形|1,681|51,802|162|5|1,482|37
福島|4,153|207,480|622|24|3,401|130
茨城|8,884|31,283|529|16|8,218|137
栃木|5,782|227,305|338|4|5,370|74
群馬|7,087|150,903|734|16|6,241|111
埼玉|41,094|811,836|2,835|48|37,501|758
千葉|35,211|578,101|1,439|20|33,119|653
東京|150,925|2,137,999|7,506|84|141,479|1,940
神奈川|57,249|861,075|2,340|54|54,060|849
新潟|2,773|123,456|390|4|2,356|27
富山|1,465|55,720|131|5|1,302|32
石川|3,129|77,438|613|17|2,421|93
福井|978|54,216|78|0|866|34
山梨|1,376|36,365|136|1|1,223|19
長野|4,228|158,481|327|9|3,884|72
岐阜|7,327|210,027|1,075|13|6,110|142
静岡|7,231|319,923|736|7|6,365|130
愛知|39,009|609,769|5,233|64|33,114|662
三重|4,361|109,813|557|11|3,814|96
滋賀|4,408|114,534|580|8|3,759|69
京都|14,232|232,724|1,468|29|12,636|196
大阪|93,370|1,611,512|20,373|375|70,187|1,901
兵庫|36,671|417,759|4,529|95|31,302|840
奈良|7,277|138,260|809|23|6,372|96
和歌山|2,454|36,777|211|45|2,170|35
鳥取|423|67,483|44|1|365|2
島根|414|21,314|43|1|371|0
岡山|5,780|108,427|1,308|26|4,071|68
広島|7,736|321,772|864|15|6,129|112
山口|2,337|92,132|477|7|1,809|51
徳島|1,549|49,860|187|6|1,308|54
香川|1,743|68,950|405|3|1,319|24
愛媛|2,601|73,470|218|7|2,319|64
高知|1,144|8,642|46|3|1,078|20
福岡|29,216|668,620|5,303|68|23,061|384
佐賀|2,169|44,162|393|3|1,710|15
長崎|2,678|101,836|528|16|2,105|48
熊本|5,116|70,545|853|22|4,179|84
大分|2,768|128,104|632|5|1,978|32
宮崎|2,764|36,174|461|5|2,269|25
鹿児島|2,808|91,183|479|3|2,283|28
沖縄|13,621|201,879|1,357|12|12,130|140
（その他）|149|-|0|-|149|-
合計|668,979|12,347,326|72,760|1,231|582,055|11,361
