都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|381,115|2,379,820|5,161|2|373,819|2,096
青森|62,190|264,862|1,717|0|60,361|112
岩手|37,967|299,592|646|0|37,225|96
宮城|93,734|626,106|1,613|3|91,698|200
秋田|32,067|63,827|464|0|31,531|72
山形|30,441|201,183|670|0|29,675|96
福島|66,594|874,377|828|0|65,539|227
茨城|164,847|1,380,150|1,342|0|163,060|445
栃木|93,930|775,887|802|2|92,851|277
群馬|98,111|678,789|859|1|96,930|322
埼玉|568,506|2,960,819|5,918|0|560,925|1,663
千葉|463,424|2,212,869|3,912|1|456,924|1,794
東京|1,595,301|7,208,614|22,164|5|1,568,564|4,573
神奈川|779,148|3,140,857|7,709|4|769,210|2,229
新潟|75,596|688,956|887|0|74,618|91
富山|40,058|263,027|1,233|0|38,730|95
石川|59,967|506,449|1,086|0|58,661|197
福井|38,941|342,765|830|0|38,066|45
山梨|34,389|362,425|386|0|33,937|68
長野|77,563|771,706|754|0|76,585|205
岐阜|108,726|941,971|1,581|0|106,511|346
静岡|178,903|1,319,592|2,394|0|175,799|421
愛知|566,442|2,906,512|8,057|1|556,288|2,097
三重|87,069|557,494|1,504|1|87,303|309
滋賀|95,229|675,283|1,348|0|93,660|221
京都|211,936|869,815|2,714|7|208,069|745
大阪|1,011,988|7,458,581|13,898|6|992,884|5,206
兵庫|442,342|1,637,383|5,181|1|434,911|2,250
奈良|96,029|542,104|1,110|2|94,527|392
和歌山|44,463|179,967|681|0|43,454|118
鳥取|16,348|425,060|457|0|15,667|20
島根|19,225|227,920|1,525|0|17,684|16
岡山|104,341|617,503|1,449|1|101,517|250
広島|168,145|1,985,300|2,935|1|164,715|495
山口|49,085|611,547|1,278|0|47,626|181
徳島|24,415|228,846|596|0|23,735|85
香川|50,779|291,434|650|0|50,001|128
愛媛|44,364|385,753|1,713|0|42,509|142
高知|30,530|317,030|1,091|1|29,324|115
福岡|447,531|2,824,397|6,267|0|433,408|1,272
佐賀|56,826|295,418|1,587|0|52,484|110
長崎|65,652|432,836|2,216|0|63,320|126
熊本|110,361|300,026|4,140|1|105,919|302
大分|57,921|623,888|998|0|56,758|165
宮崎|58,512|194,814|1,829|0|56,453|146
鹿児島|93,167|442,722|2,528|1|90,028|210
沖縄|251,832|924,738|11,511|11|239,752|487
その他（その他）|149|0|0|0|149|0
合計|9,286,199|54,221,014|140,219|52|9,103,364|31,258
