都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|33,976|631,984|6,717|49|25,765|990
青森|2,147|40,605|315|5|1,804|28
岩手|1,332|69,463|195|1|1,094|43
宮城|8,719|139,781|320|8|8,301|82
秋田|740|12,871|109|0|619|12
山形|1,852|55,306|234|5|1,581|37
福島|4,425|225,247|439|25|3,853|133
茨城|9,348|31,981|542|10|8,664|142
栃木|6,063|235,830|361|9|5,628|74
群馬|7,523|158,529|590|13|6,809|124
埼玉|42,659|845,715|2,312|55|39,570|777
千葉|36,243|591,310|1,256|24|34,321|666
東京|156,250|2,210,765|6,198|62|148,037|2,015
神奈川|59,491|891,644|2,306|69|56,316|869
新潟|3,013|133,060|390|6|2,589|34
富山|1,675|59,309|246|8|1,395|34
石川|3,436|82,705|516|12|2,821|98
福井|1,018|57,070|54|0|930|34
山梨|1,447|38,972|115|1|1,314|19
長野|4,583|168,365|378|7|4,188|76
岐阜|8,223|225,297|1,057|21|7,016|150
静岡|7,834|334,739|824|8|6,878|132
愛知|43,501|647,776|6,307|87|36,490|704
三重|4,684|116,606|491|16|4,213|101
滋賀|4,768|121,821|502|10|4,191|75
京都|15,256|245,346|1,425|19|13,695|200
大阪|97,464|1,718,279|12,702|344|81,725|2,114
兵庫|38,528|439,691|3,353|98|34,102|1,073
奈良|7,705|145,913|658|24|6,945|102
和歌山|2,560|39,066|165|43|2,319|37
鳥取|448|70,298|42|0|395|2
島根|492|24,335|95|3|397|0
岡山|6,847|108,427|1,386|30|5,045|86
広島|9,222|400,161|954|18|6,954|117
山口|2,681|98,010|540|10|2,084|57
徳島|1,613|55,790|129|3|1,424|60
香川|1,922|73,674|276|5|1,627|24
愛媛|2,666|79,324|121|4|2,474|71
高知|1,242|8,893|109|3|1,113|20
福岡|32,461|714,438|5,355|78|26,389|413
佐賀|2,394|46,899|265|5|2,110|18
長崎|2,817|107,710|289|15|2,467|61
熊本|5,834|75,676|907|27|4,837|90
大分|3,137|138,460|611|5|2,489|37
宮崎|2,939|38,919|306|7|2,594|25
鹿児島|3,108|96,234|404|1|2,668|28
沖縄|14,925|209,874|1,899|51|12,884|148
（その他）|149|-|0|-|149|-
合計|711,360|13,062,168|64,765|1,304|631,273|12,232
