都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|28,752|578,371|3,781|29|23,506|919
青森|1,895|37,534|305|4|1,563|27
岩手|1,154|63,890|186|3|929|39
宮城|8,457|126,945|399|13|7,975|75
秋田|650|11,973|158|0|483|9
山形|1,659|51,384|146|5|1,476|37
福島|4,114|205,383|642|24|3,343|129
茨城|8,817|31,217|511|15|8,170|136
栃木|5,731|225,762|304|4|5,353|74
群馬|7,037|150,259|753|16|6,173|111
埼玉|40,837|806,877|2,849|48|37,230|758
千葉|35,043|576,723|1,415|20|32,978|650
東京|150,071|2,128,798|7,337|84|140,796|1,938
神奈川|56,909|856,384|2,230|52|53,832|847
新潟|2,743|122,383|394|3|2,322|27
富山|1,451|55,310|142|5|1,277|32
石川|3,084|76,895|605|16|2,385|92
福井|972|54,020|83|0|855|34
山梨|1,364|36,365|133|1|1,214|19
長野|4,228|158,481|326|9|3,884|72
岐阜|7,171|207,313|1,004|11|6,025|142
静岡|7,130|317,307|636|5|6,365|129
愛知|38,385|603,931|4,988|57|32,737|660
三重|4,310|104,528|533|11|3,788|95
滋賀|4,361|112,841|559|8|3,734|68
京都|14,076|231,375|1,457|29|12,490|195
大阪|92,794|1,591,395|20,870|381|69,147|1,868
兵庫|36,311|414,476|4,559|95|30,934|818
奈良|7,208|137,375|850|24|6,265|93
和歌山|2,442|36,563|225|44|2,144|35
鳥取|407|66,331|38|1|360|2
島根|401|21,314|40|1|361|0
岡山|5,614|108,427|863|20|3,492|49
広島|7,509|321,772|823|16|6,076|111
山口|2,279|92,132|448|6|1,781|50
徳島|1,542|49,340|199|7|1,289|54
香川|1,712|67,992|400|4|1,294|23
愛媛|2,587|70,321|227|8|2,296|64
高知|1,139|8,627|53|3|1,066|20
福岡|28,744|662,287|5,022|67|22,845|380
佐賀|2,127|43,681|377|3|1,685|15
長崎|2,649|100,626|546|13|2,059|47
熊本|5,024|70,545|771|18|4,169|84
大分|2,666|125,684|749|5|1,886|31
宮崎|2,734|35,688|479|5|2,221|25
鹿児島|2,762|90,336|469|2|2,241|28
沖縄|13,487|200,489|1,260|14|12,093|140
（その他）|149|-|0|-|149|-
合計|662,688|12,247,650|71,144|1,209|576,736|11,251
