都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|62,027|1,296,158|427|0|60,015|1,475
青森|5,957|106,801|55|0|5,864|38
岩手|3,528|138,606|41|0|3,434|53
宮城|16,380|270,796|67|0|16,173|118
秋田|1,940|27,703|6|0|1,907|27
山形|3,642|116,849|35|0|3,551|56
福島|9,639|479,148|113|0|9,350|176
茨城|24,787|40,625|298|0|24,269|220
栃木|15,930|536,171|323|0|15,490|117
群馬|17,780|362,913|344|0|17,258|178
埼玉|117,354|1,681,532|1,305|1|114,990|1,059
千葉|101,620|1,264,855|688|0|99,652|1,028
東京|387,895|4,261,890|4,961|4|379,759|3,175
神奈川|171,253|1,868,605|1,400|3|168,534|1,319
新潟|8,567|337,458|340|0|8,164|63
富山|4,913|134,217|44|0|4,817|52
石川|8,118|217,099|90|0|7,868|138
福井|3,204|129,039|87|0|3,079|38
山梨|5,205|138,818|42|0|5,134|29
長野|9,347|375,306|307|1|8,919|97
岐阜|19,545|482,391|219|0|19,061|219
静岡|27,310|741,868|353|0|26,598|209
愛知|107,679|1,538,543|932|1|105,586|1,161
三重|14,926|276,023|111|0|14,983|163
滋賀|12,949|302,608|447|0|12,398|104
京都|37,034|483,209|655|7|35,872|292
大阪|207,311|4,328,936|3,387|47|200,858|3,066
兵庫|79,504|883,775|566|3|77,540|1,398
奈良|16,337|287,960|382|0|15,806|149
和歌山|5,356|69,171|50|0|5,137|62
鳥取|1,731|175,432|63|0|1,639|5
島根|1,897|66,059|153|0|1,739|5
岡山|15,800|310,392|17|0|15,421|136
広島|23,834|1,010,378|1,639|1|21,992|203
山口|6,791|222,391|929|1|5,769|93
徳島|3,325|119,065|36|0|3,225|66
香川|4,794|148,498|87|0|4,668|38
愛媛|5,534|177,040|122|0|5,330|82
高知|4,198|112,586|31|0|4,134|33
福岡|75,543|1,467,205|529|3|74,176|627
佐賀|6,057|124,242|89|0|5,897|30
長崎|6,250|208,272|125|0|6,053|73
熊本|14,457|125,560|34|0|14,287|136
大分|8,266|314,198|79|0|8,103|84
宮崎|6,163|73,188|25|0|6,096|41
鹿児島|9,611|180,365|381|0|9,056|66
沖縄|57,430|456,003|6,796|18|50,238|398
その他（その他）|149|0|0|0|149|0
合計|1,758,867|28,469,947|29,210|90|1,710,038|18,395
