都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|217,567|1,830,106|15,692|4|199,574|1,919
青森|34,411|192,088|3,701|0|30,628|82
岩手|17,587|213,785|2,113|0|15,397|77
宮城|56,053|448,599|5,262|6|50,317|172
秋田|15,421|50,456|1,948|2|13,428|45
山形|16,939|169,841|2,073|2|14,787|79
福島|34,555|671,692|3,268|2|31,091|196
茨城|110,344|44,762|7,222|5|102,749|373
栃木|60,388|658,613|5,185|1|54,963|240
群馬|67,866|539,792|4,346|2|63,240|280
埼玉|417,485|2,417,805|26,167|21|389,955|1,363
千葉|349,110|1,786,390|17,911|18|327,701|1,643
東京|1,225,293|5,923,205|87,247|37|1,133,905|4,141
神奈川|590,417|2,180,686|28,320|42|560,100|1,997
新潟|40,761|513,522|3,509|0|37,165|87
富山|27,070|209,121|2,970|3|24,026|74
石川|33,752|339,080|2,138|4|31,408|184
福井|20,687|259,135|1,252|1|19,394|41
山梨|22,379|239,637|1,446|2|20,872|62
長野|42,330|562,396|4,186|0|37,587|167
岐阜|66,939|720,381|3,454|2|62,916|310
静岡|118,609|1,046,435|7,258|0|110,617|375
愛知|403,186|2,297,122|19,050|26|382,186|1,950
三重|53,983|419,043|3,404|7|51,773|265
滋賀|67,233|511,660|5,357|2|61,688|188
京都|152,266|712,994|7,750|18|143,352|650
大阪|782,221|6,136,649|37,068|392|740,531|4,607
兵庫|326,997|1,343,691|14,500|18|310,419|2,090
奈良|73,266|442,071|9,138|12|63,786|342
和歌山|27,701|134,280|834|2|26,588|109
鳥取|9,057|297,760|741|0|8,203|11
島根|8,996|135,610|789|0|8,197|10
岡山|61,317|474,647|2,704|2|56,294|223
広島|93,423|1,494,137|8,765|5|84,212|446
山口|28,367|473,883|1,960|1|26,245|162
徳島|15,839|176,634|850|1|14,914|79
香川|28,545|222,267|2,471|0|25,966|108
愛媛|23,972|289,899|1,958|3|21,886|128
高知|16,572|215,903|1,243|3|15,230|99
福岡|295,243|2,211,847|25,544|8|262,917|1,116
佐賀|30,959|213,510|1,804|1|26,730|80
長崎|32,085|303,352|2,533|1|30,878|116
熊本|63,000|226,264|4,037|7|58,691|272
大分|31,060|472,193|1,807|1|29,113|140
宮崎|24,575|148,961|1,800|0|22,734|117
鹿児島|41,727|300,552|3,589|1|37,638|170
沖縄|119,205|651,104|5,697|8|113,076|438
その他（その他）|149|0|0|0|149|0
合計|6,396,907|41,323,560|402,061|673|5,955,216|27,823
